Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Maruti Zen Estilo LXI BS IV,Coimbatore,2010,32813,Diesel,Manual,First,12.9 kmpl,1582 CC,121.3 bhp,5.0,8.18 Lakh,11.87
Maruti Ritz VDi,Hyderabad,2013,42659,Petrol,Manual,First,23.1 kmpl,2987 CC,120 bhp,4.0,,2.83
Maruti Zen Estilo 1.1 VXI BSIII,Coimbatore,2015,27992,Petrol,Manual,First,26.6 km/kg,1498 CC,57.5 bhp,5.0,,3.85
Honda City 1.5 S AT,Chennai,2017,40495,Diesel,Manual,First,20.73 kmpl,1799 CC,88.76 bhp,5.0,7.33 Lakh,5.95
Skoda Octavia Classic 1.9 TDI MT,Chennai,2012,58686,Diesel,Manual,First,23.4 kmpl,2987 CC,181.03 bhp,7.0,8.61 Lakh,5.67
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Hyderabad,2015,58865,CNG,Manual,First,17.11 kmpl,2494 CC,138.1 bhp,5.0,,2.61
Toyota Fortuner 4x4 MT TRD Sportivo,Mumbai,2015,63453,Petrol,Automatic,First,19.7 kmpl,796 CC,147.6 bhp,5.0,,5.61
Toyota Corolla Executive (HE),Jaipur,2012,96519,CNG,Automatic,First,24.0 kmpl,1399 CC,57.6 bhp,5.0,,2.06
Toyota Innova 2.5 GX (Diesel) 7 Seater,Coimbatore,2018,19353,Petrol,Automatic,First,13.8 kmpl,1197 CC,147.8 bhp,5.0,,7.26
Porsche Panamera 2010 2013 Diesel,Mumbai,2014,46832,Petrol,Manual,First,11.7 kmpl,1950 CC,41 bhp,5.0,10.89 Lakh,3.56
Hyundai i20 Asta 1.2,Kolkata,2012,43774,Petrol,Manual,First,11.7 kmpl,1461 CC,88.8 bhp,5.0,,5.71
Ford Fiesta 1.4 Duratec ZXI,Chennai,2013,30559,Diesel,Manual,First,24.3 kmpl,1950 CC,170 bhp,5.0,40.62 Lakh,11.77
Toyota Innova 2.5 V Diesel 7-seater,Chennai,2007,77842,Petrol,Manual,Second,13.1 kmpl,998 CC,67.1 bhp,5.0,,1.29
Maruti Wagon R LX BSIII,Hyderabad,2011,42832,Diesel,Manual,First,20.64 kmpl,1120 CC,58.16 bhp,5.0,,9.81
Maruti Baleno Zeta,Kolkata,2013,51606,Petrol,Manual,First,12.05 kmpl,72 CC,174.33 bhp,5.0,,5.95
Maruti Ciaz AT ZXi,Kolkata,2011,53917,Diesel,Manual,First,17.9 kmpl,998 CC,88.76 bhp,5.0,,2.11
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Kolkata,2013,37620,Petrol,Manual,First,18.51 kmpl,2393 CC,308 bhp,5.0,14.65 Lakh,3.57
Maruti Alto 800 LXI,Coimbatore,2016,45663,Diesel,Automatic,First,9.0 kmpl,1197 CC,147.8 bhp,5.0,,5.35
Toyota Fortuner 4x2 Manual,Pune,2011,57793,Diesel,Manual,Second,12.8 kmpl,2982 CC,68.05 bhp,7.0,,6.59
Honda Amaze SX i-VTEC,Coimbatore,2017,58265,Diesel,Automatic,First,19.67 kmpl,1794 CC,88.76 bhp,6.0,67.87 Lakh,9.26
BMW 3 Series 320d Luxury Line,Hyderabad,2004,43377,Petrol,Manual,First,,998 CC,108.45 bhp,8.0,,1.83
Tata Indigo CS eGLX BS IV,Mumbai,2014,66961,Petrol,Manual,First,15.8 kmpl,1598 CC,121.3 bhp,5.0,,3.38
Hyundai Accent GLE,Kolkata,2013,71882,Petrol,Manual,First,17.8 kmpl,1197 CC,108.5 bhp,5.0,,1.17
Honda City 1.5 GXI,Hyderabad,2014,39630,Petrol,Manual,First,24.7 kmpl,998 CC,84.8 bhp,5.0,,2.67
Hyundai Grand i10 Asta Option,Mumbai,2014,35792,Diesel,Automatic,First,13.5 kmpl,1595 CC,125 bhp,8.0,,10.45
Ford EcoSport 1.5 TDCi Titanium,Chennai,2012,72647,Diesel,Automatic,First,15.3 kmpl,2993 CC,74 bhp,5.0,7.96 Lakh,18.21
Hyundai Verna 1.6 EX VTVT,Kolkata,2009,142622,Diesel,Manual,First,18.56 kmpl,1498 CC,100 bhp,5.0,,10.17
Mahindra NuvoSport N6,Mumbai,2007,65609,Petrol,Manual,First,10.1 kmpl,1061 CC,68.05 bhp,5.0,,1.58
Honda Civic 2006-2010 1.8 V AT,Mumbai,2015,48652,Petrol,Automatic,First,10.2 kmpl,1497 CC,62 bhp,5.0,,1.9
Maruti Ertiga ZXI,Mumbai,2007,17395,Petrol,Manual,First,15.29 kmpl,1499 CC,78.9 bhp,5.0,,18.72
Audi A3 35 TDI Attraction,Mumbai,2012,49301,Petrol,Manual,First,17.8 kmpl,2143 CC,67.1 bhp,5.0,,2.38
Maruti Ritz VDi,Pune,2011,60537,CNG,Manual,Second,25.2 kmpl,1590 CC,78 bhp,5.0,,2.43
Audi Q5 2008-2012 2.0 TFSI Quattro,Kolkata,2009,25931,Diesel,Manual,Second,15.26 kmpl,1364 CC,85.8 bhp,5.0,,1.84
Tata Nano Lx BSIV,Mumbai,2010,34008,Diesel,Automatic,First,13.68 kmpl,1461 CC,58.16 bhp,8.0,,10.07
Toyota Etios GD,Kolkata,2007,40953,Petrol,Manual,First,22.32 kmpl,1197 CC,55.2 bhp,5.0,,2.57
BMW X1 sDrive20d,Delhi,2010,45498,Diesel,Automatic,First,13.0 kmpl,2179 CC,190 bhp,7.0,,14.57
Hyundai i10 Sportz 1.1L,Coimbatore,2017,28114,Diesel,Manual,First,9.7 kmpl,1995 CC,168.5 bhp,5.0,12.53 Lakh,3.7
Skoda Yeti Ambition 4WD,Coimbatore,2015,46696,Petrol,Manual,First,16.98 kmpl,1998 CC,108.495 bhp,5.0,64.57 Lakh,3.43
Maruti Ertiga SHVS VDI,Pune,2009,69696,Diesel,Manual,Second,28.09 kmpl,3198 CC,67.04 bhp,5.0,,13.87
Audi Q7 45 TDI Quattro Technology,Mumbai,2013,44909,Petrol,Manual,First,18.0 kmpl,1061 CC,67.1 bhp,5.0,,3.82
Maruti Baleno Delta,Hyderabad,2010,50156,CNG,Manual,First,21.5 kmpl,1199 CC,67.1 bhp,5.0,,2.06
Hyundai i10 Era,Delhi,2015,55038,Diesel,Automatic,First,19.01 kmpl,1498 CC,170 bhp,7.0,,22.69
Nissan Micra Diesel XV Premium,Hyderabad,2013,60241,Petrol,Manual,First,14.39 kmpl,1497 CC,140.8 bhp,7.0,8.44 Lakh,10.7
Jeep Compass 2.0 Limited Option 4X4,Mumbai,2010,57991,Petrol,Manual,Third,12.8 kmpl,1997 CC,73.9 bhp,5.0,,2.27
Hyundai Verna 1.6 SX VTVT,Hyderabad,2013,33588,Diesel,Manual,First,17.85 kmpl,1582 CC,88.2 bhp,5.0,,3.31
Hyundai Verna 1.6 SX VTVT (O) AT,Delhi,2010,59545,Diesel,Manual,First,19.6 kmpl,1461 CC,103.2 bhp,5.0,,3.78
Honda Amaze SX i-VTEC,Coimbatore,2012,54640,Diesel,Automatic,First,17.09 kmpl,1798 CC,163.7 bhp,5.0,11.56 Lakh,4.06
BMW X1 sDrive20d,Hyderabad,2014,20452,Diesel,Manual,First,17.9 kmpl,2179 CC,140.8 bhp,5.0,,15.53
Volkswagen Polo 1.5 TDI Highline,Jaipur,2012,62223,Diesel,Automatic,First,21.76 kmpl,2179 CC,140 bhp,7.0,,17.71
Maruti Wagon R VXI BSIII,Chennai,2009,34079,Petrol,Manual,First,22.95 kmpl,2199 CC,237.4 bhp,5.0,,13.47
Toyota Innova 2.5 ZX Diesel 7 Seater,Mumbai,2013,42849,Diesel,Automatic,First,20.14 kmpl,1781 CC,241.4 bhp,5.0,9.93 Lakh,7.28
Maruti Wagon R Duo LX BSIII,Kolkata,2009,63287,Diesel,Manual,First,21.1 km/kg,1599 CC,82.9 bhp,5.0,,1.81
Maruti Celerio ZXI AT,Jaipur,2007,110319,CNG,Manual,First,17.1 kmpl,1399 CC,120 bhp,5.0,,3.21
Mercedes-Benz M-Class ML 350 CDI Corporate,Delhi,2014,48554,Diesel,Automatic,First,13.0 kmpl,1591 CC,58.16 bhp,5.0,,11.19
Tata Indica Vista Quadrajet LS,Chennai,2012,55231,Diesel,Manual,First,26.6 km/kg,1248 CC,83.8 bhp,7.0,,19.74
Maruti Wagon R VXI 1.2,Kolkata,2005,59388,Diesel,Manual,First,17.8 kmpl,1364 CC,147.8 bhp,,,1.61
Volkswagen Polo Petrol Highline 1.2L,Pune,2010,65578,Petrol,Manual,Third,21.9 kmpl,1198 CC,80 bhp,5.0,,2.59
Toyota Camry Hybrid 2.5,Kolkata,2010,51595,Petrol,Manual,First,31.79 km/kg,1461 CC,73.9 bhp,5.0,,2.1
Hyundai Accent GLE,Kolkata,2013,68712,Diesel,Manual,First,20.5 kmpl,998 CC,null bhp,5.0,,2.54
Mahindra Bolero ZLX,Kochi,2012,31804,Diesel,Manual,First,17.5 km/kg,1497 CC,88.7 bhp,5.0,7.63 Lakh,2.93
Skoda Laura Ambition 2.0 TDI CR AT,Pune,2012,37729,Diesel,Automatic,First,12.05 kmpl,1461 CC,241.4 bhp,5.0,,20.41
Toyota Fortuner 2.8 4WD MT,Chennai,2013,56054,Petrol,Manual,First,15.4 kmpl,2494 CC,138.1 bhp,5.0,8.61 Lakh,4.93
Honda City V MT,Kolkata,2009,60402,Petrol,Manual,First,24.07 kmpl,1197 CC,70 bhp,5.0,,2.73
Hyundai Santro Xing GL Plus LPG,Mumbai,2014,52562,Petrol,Manual,First,15.3 kmpl,1368 CC,73.9 bhp,5.0,,2.4
Toyota Fortuner 3.0 Diesel,Mumbai,2014,28457,Petrol,Manual,First,15.4 kmpl,1798 CC,245 bhp,5.0,9.1 Lakh,8.84
Honda Amaze S i-Vtech,Kolkata,2010,37912,Diesel,Manual,First,13.7 kmpl,1461 CC,84 bhp,5.0,,2.72
Honda City 1.5 EXI,Kochi,2011,43655,Petrol,Automatic,First,23.84 kmpl,1999 CC,147.5 bhp,7.0,5.35 Lakh,8.56
Maruti Ciaz Alpha,Hyderabad,2009,78959,Petrol,Manual,First,23.59 kmpl,998 CC,62.1 bhp,5.0,,2.38
BMW X1 sDrive 20d Exclusive,Hyderabad,2013,56660,CNG,Manual,First,21.64 kmpl,1399 CC,80 bhp,8.0,,1.49
Mercedes-Benz E-Class 280 CDI,Hyderabad,2009,48884,CNG,Automatic,First,21.9 kmpl,2179 CC,112 bhp,5.0,,5.51
Isuzu MUX 4WD,Mumbai,2012,56836,Diesel,Manual,Second,12.0 kmpl,1248 CC,120 bhp,8.0,,22.78
Toyota Fortuner 4x2 4 Speed AT,Hyderabad,2012,38581,Petrol,Manual,First,12.65 kmpl,2987 CC,108.5 bhp,7.0,7.85 Lakh,2.76
Audi A3 35 TDI Attraction,Mumbai,2012,22106,Petrol,Manual,First,17.0 kmpl,796 CC,67.1 bhp,5.0,,2.17
Maruti Grand Vitara MT,Coimbatore,2009,54142,Petrol,Manual,First,9.0 kmpl,796 CC,215 bhp,5.0,,2.11
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Hyderabad,2013,51426,Diesel,Manual,First,16.0 kmpl,1950 CC,168.5 bhp,5.0,,8.55
Maruti Wagon R Vx,Mumbai,2014,69821,Diesel,Automatic,Third,16.8 kmpl,1396 CC,86.8 bhp,7.0,,2.76
Maruti A-Star Vxi,Hyderabad,2010,42601,Diesel,Manual,First,17.68 kmpl,1498 CC,58.16 bhp,5.0,,5.07
Mini Cooper Countryman D High,Delhi,2014,44765,Petrol,Manual,First,15.4 kmpl,2967 CC,198.5 bhp,5.0,,3.89
Hyundai Verna Xi (Petrol),Hyderabad,2015,41968,Diesel,Automatic,First,14.67 kmpl,2987 CC,191.34 bhp,7.0,8.61 Lakh,6.3
Mercedes-Benz New C-Class Progressive C 200,Kolkata,2011,33666,Petrol,Manual,First,23.2 kmpl,1498 CC,null bhp,5.0,,2.45
Volkswagen Polo GT TSI,Kolkata,2012,39718,Petrol,Manual,First,11.2 kmpl,1498 CC,77 bhp,5.0,8.61 Lakh,12.41
Maruti Wagon R Duo LX BSIII,Mumbai,2008,129123,Diesel,Manual,First,18.25 kmpl,1794 CC,117.3 bhp,5.0,,3.55
Toyota Qualis Fleet A3,Chennai,2012,77603,Petrol,Automatic,First,7.5 kmpl,2477 CC,103.52 bhp,5.0,6.05 Lakh,1.35
Maruti Zen VXI BSII,Pune,2014,36656,Diesel,Manual,First,26.1 kmpl,1798 CC,130 bhp,5.0,,3.74
Maruti Wagon R LXI CNG,Hyderabad,2010,52966,Petrol,Manual,First,10.9 kmpl,998 CC,35 bhp,5.0,,1.52
BMW X1 sDrive 20d Exclusive,Chennai,2012,29520,Petrol,Automatic,First,20.4 kmpl,1995 CC,169 bhp,5.0,11.33 Lakh,9.69
Maruti Celerio VXI AMT,Pune,2012,41739,CNG,Manual,First,20.0 kmpl,1498 CC,255 bhp,7.0,,4.27
Maruti Dzire VDI,Mumbai,2014,61075,Petrol,Manual,First,18.0 kmpl,1061 CC,null bhp,5.0,,2.42
Tata Indica V2 eLS,Mumbai,2007,17327,Petrol,Manual,First,19.4 kmpl,2354 CC,86.8 bhp,5.0,,3.98
Maruti Ciaz ZDi Plus,Hyderabad,2017,65818,Diesel,Manual,First,16.07 kmpl,1388 CC,171 bhp,5.0,,4.76
Land Rover Range Rover Sport 2005 2012 Sport,Mumbai,2013,40759,Diesel,Manual,First,19.81 kmpl,796 CC,67.1 bhp,6.0,,2.64
Ford Endeavour 3.2 Titanium AT 4X4,Kolkata,2012,59952,Petrol,Manual,First,25.44 kmpl,998 CC,55.2 bhp,5.0,,2.33
Ford Endeavour 3.2 Trend AT 4X4,Chennai,2013,29511,Petrol,Manual,First,26.6 km/kg,1197 CC,81.80 bhp,5.0,,4.4
Hyundai Verna 1.6 SX CRDi (O),Jaipur,2009,52485,Diesel,Manual,First,17.57 kmpl,2993 CC,183 bhp,5.0,,5.09
BMW 6 Series Gran Coupe,Bangalore,2017,53658,Petrol,Manual,First,14.02 kmpl,1061 CC,85.80 bhp,5.0,8.61 Lakh,2.22
Maruti Ciaz AT ZXi,Mumbai,2005,41124,Petrol,Manual,First,18.0 kmpl,2400 CC,null bhp,5.0,,4.32
Mahindra XUV500 W8 2WD,Coimbatore,2016,38030,Diesel,Manual,First,14.84 kmpl,1498 CC,138.1 bhp,5.0,,33.46
Mahindra Scorpio 2.6 LX,Chennai,2010,30826,Diesel,Manual,First,21.13 kmpl,1582 CC,110.5 bhp,5.0,34.89 Lakh,2.38
Toyota Innova Crysta 2.8 ZX AT,Delhi,2010,47184,Diesel,Automatic,First,14.74 kmpl,2143 CC,140 bhp,5.0,,29.25
Maruti Eeco 5 STR With AC Plus HTR CNG,Delhi,2010,47548,Diesel,Automatic,First,12.8 kmpl,2179 CC,138.1 bhp,7.0,,22.92
Renault KWID RXT,Mumbai,2013,83684,CNG,Manual,Second,26.0 kmpl,1796 CC,66.1 bhp,5.0,,21.04
Mercedes-Benz CLA 200 CDI Sport,Hyderabad,2017,76398,Petrol,Automatic,First,26.6 km/kg,2993 CC,152 bhp,5.0,,5.82
Volkswagen Vento 1.5 TDI Comfortline AT,Kolkata,2012,51945,Diesel,Manual,First,26.6 km/kg,1498 CC,121.3 bhp,5.0,,2.48
Toyota Innova 2.5 G (Diesel) 7 Seater,Hyderabad,2013,56339,Petrol,Manual,First,14.74 kmpl,1388 CC,126.32 bhp,5.0,,3.38
Renault Koleos 2.0 Diesel,Kolkata,2011,38853,Diesel,Manual,First,20.0 kmpl,796 CC,73.75 bhp,5.0,,5.31
Honda City i-DTEC SV,Mumbai,2009,59651,Diesel,Manual,First,18.9 kmpl,1198 CC,67.1 bhp,5.0,,2.72
Mahindra Thar CRDe,Ahmedabad,2012,77892,Diesel,Manual,First,17.57 kmpl,1248 CC,258 bhp,5.0,,5.33
Hyundai i10 Sportz 1.2,Pune,2007,77293,LPG,Manual,First,23.59 kmpl,1061 CC,null bhp,5.0,,1.51
BMW 3 Series 320d,Jaipur,2011,62945,Diesel,Manual,First,20.54 kmpl,2494 CC,170 bhp,5.0,,22.64
Renault Fluence Diesel E4,Chennai,2009,47441,Diesel,Manual,First,22.95 kmpl,1172 CC,306 bhp,5.0,,22.55
Volkswagen Polo 1.5 TDI Comfortline,Chennai,2012,52804,Petrol,Manual,First,26.6 km/kg,1498 CC,245 bhp,5.0,,3.96
Tata Indica Vista Quadrajet LS,Bangalore,2013,52990,CNG,Manual,First,13.2 kmpl,1794 CC,null bhp,5.0,,2.26
Volvo V40 D3 R Design,Coimbatore,2011,33406,Diesel,Automatic,First,9.9 kmpl,1995 CC,170 bhp,4.0,,36.21
Ford Endeavour 3.2 Titanium AT 4X4,Mumbai,2013,36579,Petrol,Manual,First,20.73 kmpl,1197 CC,118 bhp,5.0,,2.7
Porsche Panamera Diesel,Mumbai,2011,32619,Petrol,Automatic,First,17.8 kmpl,1197 CC,80 bhp,5.0,,2.08
Volkswagen Polo 1.2 MPI Comfortline,Chennai,2013,62178,Petrol,Manual,First,25.17 kmpl,1197 CC,67.1 bhp,5.0,,2.65
Hyundai Creta 1.6 CRDi AT SX Plus,Hyderabad,2012,65468,Diesel,Automatic,First,24.07 kmpl,1461 CC,198.5 bhp,5.0,2.3 Cr,20.77
Mitsubishi Pajero Sport 4X4,Hyderabad,2013,63308,CNG,Manual,Second,20.89 kmpl,1399 CC,55.2 bhp,5.0,,7.99
Toyota Etios GD,Coimbatore,2013,40378,Diesel,Automatic,First,15.1 kmpl,1998 CC,157.7 bhp,7.0,,5.61
Renault KWID RXT,Chennai,2013,46289,Diesel,Manual,First,17.9 kmpl,1197 CC,241.38 bhp,5.0,,1.87
Ford Endeavour 3.2 Titanium AT 4X4,Mumbai,2009,15896,Petrol,Manual,First,19.0 kmpl,998 CC,58.2 bhp,5.0,8.05 Lakh,2.13
Jaguar XF 2.2 Litre Luxury,Hyderabad,2011,26597,Diesel,Automatic,First,18.88 kmpl,2987 CC,58.16 bhp,7.0,,7.26
Hyundai i10 Sportz AT,Delhi,2011,50606,Diesel,Automatic,First,17.6 kmpl,2993 CC,140 bhp,5.0,,1.98
Ford Endeavour 3.2 Trend AT 4X4,Chennai,2010,57672,Diesel,Automatic,First,13.6 kmpl,2993 CC,53.3 bhp,5.0,,16.06
Maruti Zen Estilo LXI Green (CNG),Pune,2009,17704,Diesel,Manual,First,16.55 kmpl,2993 CC,170 bhp,5.0,,4.06
Hyundai Getz GLE,Hyderabad,2010,28814,CNG,Manual,First,21.7 kmpl,1061 CC,75 bhp,5.0,,2.55
Chevrolet Beat Diesel LT,Coimbatore,2015,40322,Petrol,Automatic,First,26.6 km/kg,1197 CC,121.3 bhp,5.0,,1.72
Maruti Celerio VXI AT,Jaipur,2010,69013,Diesel,Manual,First,19.01 kmpl,1596 CC,168.5 bhp,5.0,,2.26
Hyundai i20 1.4 Sportz,Kolkata,2016,56444,Petrol,Manual,First,21.1 kmpl,998 CC,null bhp,5.0,,8.23
Audi A4 2.0 TDI,Kolkata,2014,45043,Petrol,Manual,First,22.07 kmpl,1798 CC,117.3 bhp,7.0,,0.93
Mercedes-Benz A Class A180 Sport,Mumbai,2017,14172,Petrol,Manual,First,15.4 kmpl,1364 CC,126.2 bhp,5.0,,6.27
BMW 3 Series 320d Luxury Line,Ahmedabad,2012,38487,Petrol,Manual,First,26.6 km/kg,1798 CC,245 bhp,5.0,,3.75
Hyundai i20 1.4 CRDi Magna,Mumbai,2012,58260,Diesel,Automatic,First,15.17 kmpl,1405 CC,170 bhp,5.0,,5.5
Toyota Innova Crysta 2.4 GX MT 8S,Kolkata,2011,38135,Diesel,Manual,First,20.89 kmpl,2497 CC,67.1 bhp,5.0,,3.49
Volkswagen Passat Diesel Highline 2.0 TDI,Hyderabad,2012,75903,Diesel,Manual,First,14.0 kmpl,998 CC,107.2 bhp,5.0,,1.77
BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2017,6841,Petrol,Automatic,First,17.85 kmpl,2143 CC,203.2 bhp,5.0,18.35 Lakh,13.75
Ford Figo Diesel EXI,Hyderabad,2007,60103,Petrol,Manual,Second,26.0 kmpl,998 CC,68 bhp,5.0,,0.94
Mahindra KUV 100 mFALCON G80 K8,Coimbatore,2015,66979,Petrol,Automatic,First,19.98 kmpl,1956 CC,560 bhp,5.0,7.77 Lakh,24.32
Tata Venture EX,Bangalore,2013,60144,Petrol,Manual,First,19.7 kmpl,1197 CC,78.9 bhp,5.0,,2.18
Maruti Eeco 7 Seater Standard,Jaipur,2011,33631,Petrol,Automatic,First,18.88 kmpl,2199 CC,85.8 bhp,5.0,,16.38
Toyota Innova 2.5 G (Diesel) 8 Seater,Kolkata,2017,22464,Petrol,Automatic,First,26.6 km/kg,1197 CC,245 bhp,5.0,,6.5
Hyundai Xcent 1.1 CRDi Base,Hyderabad,2010,51440,Petrol,Manual,First,24.3 kmpl,2360 CC,88.8 bhp,7.0,,2.0
BMW 5 Series 2013-2017 520d Luxury Line,Kolkata,2015,65390,Diesel,Manual,First,19.4 kmpl,1298 CC,103.52 bhp,5.0,,3.71
Mercedes-Benz E-Class 220 CDI,Kolkata,2015,23844,Diesel,Manual,First,20.54 kmpl,1196 CC,204 bhp,5.0,,2.42
Maruti Alto K10 VXI,Hyderabad,2013,118092,Petrol,Manual,First,17.0 kmpl,1399 CC,75 bhp,5.0,,2.44
Maruti Ertiga VXI CNG,Chennai,2012,71915,Diesel,Manual,First,23.4 kmpl,1498 CC,140 bhp,7.0,,19.74
Jeep Compass 2.0 Longitude,Delhi,2013,63850,Diesel,Manual,First,14.53 kmpl,2179 CC,null bhp,5.0,,24.81
Hyundai Santro Xing XP,Mumbai,2013,19653,CNG,Manual,First,16.02 kmpl,2494 CC,78.9 bhp,4.0,,2.14
Maruti Alto 800 2016-2019 CNG LXI,Hyderabad,2012,62446,Petrol,Manual,First,18.2 kmpl,998 CC,64 bhp,5.0,,1.11
Mercedes-Benz M-Class ML 250 CDI,Delhi,2011,43926,Diesel,Manual,First,22.5 kmpl,2993 CC,170 bhp,5.0,,15.89
Honda Amaze S AT i-Vtech,Hyderabad,2013,30491,Petrol,Manual,First,18.5 kmpl,1598 CC,83.8 bhp,5.0,,7.62
Maruti Swift Dzire VXI,Kochi,2012,20476,Diesel,Automatic,First,13.22 kmpl,1498 CC,47.3 bhp,5.0,,12.51
Mercedes-Benz A Class A180 Sport,Pune,2009,52523,CNG,Manual,First,18.25 kmpl,2494 CC,181 bhp,5.0,,4.85
Hyundai i10 Sportz,Jaipur,2009,36632,Petrol,Manual,First,15.4 kmpl,796 CC,88.76 bhp,5.0,,1.84
Toyota Corolla Altis 1.4 DG,Kolkata,2017,42793,Petrol,Manual,First,18.7 kmpl,1197 CC,82.5 bhp,5.0,,0.69
Renault KWID RXT Optional,Chennai,2015,55930,Diesel,Manual,Second,23.4 kmpl,1193 CC,143 bhp,5.0,,4.52
Mercedes-Benz New C-Class C250 Avantgarde,Pune,2009,48320,Petrol,Manual,First,15.04 kmpl,1199 CC,88.50 bhp,5.0,,5.36
Maruti Ignis 1.2 Delta,Hyderabad,2010,66847,Diesel,Manual,First,18.3 kmpl,998 CC,118 bhp,5.0,,2.26
Chevrolet Enjoy 1.3 TCDi LS 8,Kolkata,2012,40118,CNG,Manual,First,12.7 kmpl,1956 CC,138.1 bhp,5.0,,1.64
Maruti Baleno Alpha 1.2,Mumbai,2009,57782,Petrol,Manual,First,26.59 kmpl,796 CC,126.32 bhp,5.0,,1.87
Toyota Innova Crysta 2.4 GX MT,Kolkata,2010,22277,Diesel,Manual,Second,19.83 kmpl,1197 CC,163.5 bhp,5.0,,4.75
Mercedes-Benz M-Class ML 350 4Matic,Mumbai,2012,47144,Diesel,Manual,First,17.57 kmpl,2393 CC,58.16 bhp,5.0,,3.96
Hyundai i10 Sportz,Kolkata,2011,38992,Diesel,Manual,First,15.8 kmpl,814 CC,160 bhp,5.0,,0.76
Hyundai Getz GLE,Mumbai,2004,92221,Petrol,Manual,First,27.4 kmpl,1796 CC,308 bhp,7.0,,1.36
Tata Indica Vista Quadrajet VX,Chennai,2013,50980,Diesel,Manual,First,17.21 kmpl,1197 CC,69 bhp,5.0,,2.28
Chevrolet Aveo U-VA 1.2 LS,Bangalore,2012,30911,Diesel,Automatic,First,26.6 km/kg,2494 CC,258 bhp,5.0,,8.4
Hyundai Verna 1.6 SX VTVT (O),Hyderabad,2009,57246,CNG,Manual,Second,,2696 CC,170 bhp,5.0,,11.26
Tata Hexa XTA,Mumbai,2009,25753,Petrol,Manual,First,25.47 kmpl,1399 CC,67.1 bhp,5.0,,3.26
Renault Duster 85PS Diesel RxL Option,Mumbai,2010,76967,Petrol,Manual,First,20.4 kmpl,998 CC,69 bhp,5.0,,1.8
Maruti Wagon R LXI CNG,Mumbai,2011,28333,Petrol,Manual,First,17.0 kmpl,1794 CC,80 bhp,5.0,,2.29
Maruti Alto 800 2016-2019 CNG LXI,Hyderabad,2011,33994,Petrol,Manual,First,26.2 km/kg,998 CC,103.2 bhp,5.0,,0.82
Ford Fiesta Classic 1.4 Duratorq LXI,Mumbai,2005,40132,Petrol,Manual,First,19.6 kmpl,1991 CC,147.51 bhp,5.0,,3.41
Toyota Innova Crysta 2.4 VX MT 8S,Hyderabad,2010,8285,Petrol,Automatic,First,25.44 kmpl,2354 CC,175.56 bhp,5.0,,1.95
Mercedes-Benz E-Class 280 CDI,Kolkata,2017,51096,Petrol,Manual,First,18.9 kmpl,1198 CC,167.62 bhp,5.0,,2.65
Mahindra Xylo H4,Mumbai,2011,52924,Petrol,Manual,First,18.6 kmpl,1198 CC,81.83 bhp,5.0,,2.18
Maruti Swift Dzire VXi,Hyderabad,2004,82637,Petrol,Manual,First,19.01 kmpl,998 CC,70 bhp,6.0,,4.39
Maruti Ritz ZDi,Mumbai,2007,26926,Petrol,Manual,First,10.5 kmpl,4806 CC,83.14 bhp,5.0,,2.39
Renault Duster 110PS Diesel RxZ,Mumbai,2015,50117,Diesel,Manual,First,19.01 kmpl,1498 CC,103.52 bhp,5.0,8.61 Lakh,9.26
BMW 5 Series 523i Sedan,Mumbai,2016,174204,Petrol,Manual,First,18.1 kmpl,1197 CC,91.1 bhp,5.0,,2.05
Audi Q5 30 TDI quattro Premium,Chennai,2011,62998,Diesel,Manual,First,13.49 kmpl,998 CC,86.8 bhp,5.0,,3.45
Mercedes-Benz M-Class ML 350 CDI,Hyderabad,2009,56644,Petrol,Manual,First,17.8 kmpl,998 CC,70 bhp,5.0,,2.51
Maruti Dzire AMT ZXI Plus,Kolkata,2012,57607,Petrol,Manual,First,26.2 km/kg,2993 CC,91.1 bhp,5.0,,1.86
Mahindra Xylo D4 BS III,Chennai,2013,25837,Petrol,Manual,First,18.6 kmpl,998 CC,102 bhp,5.0,,53.97
Maruti Wagon R LXI BSIII,Coimbatore,2010,75328,Diesel,Manual,First,18.48 kmpl,2755 CC,282 bhp,7.0,4.09 Lakh,4.44
Hyundai Elite i20 Petrol Asta,Hyderabad,2012,81026,Petrol,Manual,Second,20.85 kmpl,2982 CC,103.6 bhp,5.0,,2.91
Fiat Punto 1.3 Emotion,Bangalore,2010,106928,CNG,Manual,First,20.89 kmpl,2494 CC,140 bhp,5.0,,2.78
Maruti Ritz VDi,Kolkata,2003,103770,Petrol,Manual,Third,20.51 kmpl,1198 CC,301.73 bhp,5.0,,2.58
Fiat Punto 1.3 Emotion,Jaipur,2013,19817,Petrol,Manual,First,12.99 kmpl,1997 CC,86.8 bhp,8.0,,4.82
Land Rover Freelander 2 TD4 SE,Mumbai,2014,50118,Diesel,Manual,First,20.36 kmpl,2143 CC,null bhp,5.0,,3.02
